cbb,cbb,cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,cbb,cbb,*start,    ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
lav,lav,lavt,  ,   ,   ,   ,   ,   ,   ,cbb,cbb,cbb,
lav,lav,lavt,  ,   ,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,sfb,cbb,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,   ,   ,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,   ,   ,cbb,
lav,lavt,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,cbb,
lav,lavt,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,cbb,
lav,lavt,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,   ,   ,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,ib+r,  ,   ,   ,cbb,
cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,   ,   ,cbb,
lav,lavt,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,cbb,
lav,lavt,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,cbb,
lav,lavt,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,   ,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,   ,   ,   ,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,sfb,cbb,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,cbb,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,cbb,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,cbb,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,cbb,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,cbb,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,cbb,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,cbb,cbb,cbb,cbb,
cbb,cbb,cbb,cbb,cbb,cbb,   ,   ,   ,cbb,cbb,cbb,cbb,
